🚀 Starting server on port 8028
Listening on http://0.0.0.0:8028/ (http://localhost:8028/)
97
parse block 292701831,cost:85 ms
parse block 292666229,cost:35 ms
parse block 292666228,cost:64 ms
parse block 292666227,cost:27 ms
parse block 292666226,cost:15 ms
parse block 292666225,cost:14 ms
parse block 292666224,cost:4 ms
parse block 292666223,cost:43 ms
parse block 292666222,cost:21 ms
parse block 292666221,cost:80 ms
parse block 292666220,cost:33 ms
parse block 292666219,cost:31 ms
parse block 292666218,cost:26 ms
parse block 292666217,cost:56 ms
parse block 292666216,cost:18 ms
parse block 292666215,cost:19 ms
parse block 292666214,cost:46 ms
parse block 292666213,cost:34 ms
parse block 292666212,cost:32 ms
parse block 292666211,cost:45 ms
parse block 292666210,cost:40 ms
parse block 292666209,cost:43 ms
parse block 292666208,cost:23 ms
parse block 292666207,cost:51 ms
parse block 292666206,cost:30 ms
parse block 292666205,cost:31 ms
parse block 292666204,cost:34 ms
parse block 292666203,cost:37 ms
parse block 292666202,cost:51 ms
parse block 292666201,cost:28 ms
parse block 292666200,cost:22 ms
parse block 292666199,cost:32 ms
parse block 292666198,cost:37 ms
parse block 292666197,cost:25 ms
parse block 292666196,cost:35 ms
parse block 292666195,cost:21 ms
parse block 292666194,cost:30 ms
parse block 292666193,cost:33 ms
parse block 292666192,cost:46 ms
parse block 292666191,cost:50 ms
parse block 292666190,cost:31 ms
parse block 292666189,cost:18 ms
parse block 292666188,cost:51 ms
parse block 292666187,cost:49 ms
parse block 292666186,cost:17 ms
parse block 292666185,cost:31 ms
parse block 292666184,cost:25 ms
parse block 292666183,cost:23 ms
parse block 292666182,cost:32 ms
parse block 292666181,cost:22 ms
parse block 292666180,cost:33 ms
parse block 292666179,cost:42 ms
parse block 292666178,cost:32 ms
parse block 292666177,cost:26 ms
parse block 292666176,cost:32 ms
parse block 292666175,cost:12 ms
parse block 292666174,cost:29 ms
parse block 292666173,cost:44 ms
parse block 292666172,cost:22 ms
parse block 292666171,cost:47 ms
parse block 292666170,cost:29 ms
parse block 292666169,cost:46 ms
parse block 292666168,cost:67 ms
parse block 292666167,cost:43 ms
parse block 292666166,cost:29 ms
parse block 292666165,cost:20 ms
parse block 292666164,cost:25 ms
parse block 292666163,cost:21 ms
parse block 292666162,cost:28 ms
parse block 292666161,cost:28 ms
parse block 292666160,cost:23 ms
parse block 292666159,cost:32 ms
parse block 292666158,cost:58 ms
parse block 292666157,cost:24 ms
parse block 292666156,cost:19 ms
parse block 292666155,cost:37 ms
parse block 292666154,cost:43 ms
parse block 292666153,cost:26 ms
parse block 292666152,cost:32 ms
parse block 292666151,cost:17 ms
parse block 292666150,cost:22 ms
parse block 292666149,cost:41 ms
parse block 292666148,cost:30 ms
parse block 292666147,cost:28 ms
parse block 292666146,cost:71 ms
parse block 292666145,cost:70 ms
parse block 292666144,cost:42 ms
parse block 292666143,cost:50 ms
parse block 292666142,cost:21 ms
parse block 292666141,cost:15 ms
parse block 292666140,cost:74 ms
parse block 292666139,cost:58 ms
parse block 292666138,cost:53 ms
parse block 292666137,cost:28 ms
parse block 292666136,cost:75 ms
parse block 292666135,cost:0 ms
parse block 292666134,cost:0 ms
parse block 292666133,cost:1 ms
quoteSymbol not support 947tEoG318GUmyjVYhraNRvWpMX7fpBTDQFBoJvSkSG3, skipping transaction 1apGLd9u6QZLjJQvv1mJt5KKxacDVrGGYx4hfep37BWNAhZa59DpAvC5nkkktFRfBd4mPmeYJtR263e3Tgnuh3g
quoteSymbol not support 5VaPFKEAzyxoWUz9PgvpnsCdT3x6q4YpnHm5zcvPpump, skipping transaction 8E1cVJx93PBEvG3gF1mHVANrx6vFY5xBACvZXd1n8PCDmPFL84TVGkPVVfYGCnX99JoVPy6vrXPgr3yeLGexES6
quoteSymbol not support ED5nyyWEzpPPiWimP8vYm7sD7TD3LAt3Q3gRTWHzPJBY, skipping transaction 2ij6uhuic7DRs5Pwa5TKPScFpX8vDUu53ZV6XTc7XEoLuyNY9Hf1Y4f8yiwzMQAUFhjJV33Kg8KrkdJ1ePYrrbYg
quoteSymbol not support 8XHwtUs9PX64TGLzWRMZfhhvhRNPdkEMvRdWUQ4Zpump, skipping transaction 5NE42YgFmeQpz9oozx2kZ3qbaYMHgdhw73abVHp6j6LRNj4H2teVaRwiFpXQ2KduvJtBiABKrFMsvcCGAHVWTvjv
Invalid tokenAmount: 0, skipping transaction 3Mef4ykjoB7G65NUspr6qeoyrZXVszeZfTcoGnt181GwWqHrwtKa3T9ojModzC4naSBaoL3LAbDTpXW11MAzMLPC
Invalid quoteAmount: 0, skipping transaction 5YukkxpNau3TfemTNyJwh1ihADeLPzuuwEaJBtdoeRAWQ4bTq2vE8wDpWogBiCNKkvgAc8tdtakeHAJc7SXHQM3e
quoteSymbol not support FN9E6nBK1D3TReLtyHMEVNa3eVHnGTtx9fRpAdSRTeQ5, skipping transaction G4sXYzy9wrTuK24aCFnCQZ62jKy3V6uSEUKzd81ptssiBYUU3wewhjDVLgJgzqVH1Djjw4CMHf1xk52t5SShjvf
quoteSymbol not support DUp2qMMGuACziKeyZRtH9cuKyqtYpqJ24iZg6tVLpump, skipping transaction 2GT7q6cgLoJqVzZmj5R6K7cLkwLFZVBPfHBk7paBksGBSqANkDp6ksapWhLme9Dg8dbvkyCVvYFv9qiv8A9R3hDT
quoteSymbol not support SCSuPPNUSypLBsV4darsrYNg4ANPgaGhKhsA3GmMyjz, skipping transaction 2VSV96dMbHhPS6s1z1SstaZMZmoWDNq6k1VLXMcdB6NqxP6EdUzNHJ9ytarRXotJ4CvDzwC8815nTQ2tzQezLUiH
quoteSymbol not support AegTJ2Ubxytf4EJUui1cGRARHLHKLYkBvgvzvxSqwPf1, skipping transaction 3Z1qTAeRVE8Ct6U3dMJFDRPXyzwEWRpHTCeT23VuJoqvoUxChpqSdPJqaUgtwHHKwFKodBVRE4ctkAwfCSszGs1P
✅ 插入 7508 条记录到 solana_history_data_new
HIGH PERFORMANCE: parse 100 blocks, cost: 3819 ms
[Port 8028] server total use, cost: 3831 ms
99
parse block 292662332,cost:13 ms
parse block 292662331,cost:28 ms
parse block 292662330,cost:37 ms
parse block 292662329,cost:47 ms
parse block 292662328,cost:30 ms
parse block 292662327,cost:37 ms
parse block 292662326,cost:28 ms
parse block 292662325,cost:57 ms
parse block 292662324,cost:39 ms
parse block 292662323,cost:34 ms
parse block 292662322,cost:21 ms
parse block 292662321,cost:40 ms
parse block 292662320,cost:32 ms
parse block 292662319,cost:25 ms
parse block 292662318,cost:15 ms
parse block 292662317,cost:38 ms
parse block 292662316,cost:48 ms
parse block 292662315,cost:39 ms
parse block 292662314,cost:35 ms
parse block 292662313,cost:33 ms
parse block 292662312,cost:61 ms
parse block 292662311,cost:18 ms
parse block 292662310,cost:28 ms
parse block 292662309,cost:39 ms
parse block 292662308,cost:44 ms
parse block 292662307,cost:22 ms
parse block 292662306,cost:28 ms
parse block 292662305,cost:40 ms
parse block 292662304,cost:31 ms
parse block 292662303,cost:16 ms
parse block 292662302,cost:51 ms
parse block 292662301,cost:29 ms
parse block 292662300,cost:22 ms
parse block 292662299,cost:43 ms
parse block 292662298,cost:32 ms
parse block 292662297,cost:46 ms
parse block 292662296,cost:15 ms
parse block 292662295,cost:27 ms
parse block 292662294,cost:38 ms
parse block 292662293,cost:30 ms
parse block 292662292,cost:49 ms
parse block 292662291,cost:62 ms
parse block 292662290,cost:40 ms
parse block 292662289,cost:43 ms
parse block 292662288,cost:37 ms
parse block 292662287,cost:38 ms
parse block 292662286,cost:35 ms
parse block 292662285,cost:24 ms
parse block 292662284,cost:16 ms
parse block 292662283,cost:26 ms
parse block 292662282,cost:44 ms
parse block 292662281,cost:45 ms
parse block 292662280,cost:43 ms
parse block 292662279,cost:47 ms
parse block 292662278,cost:23 ms
parse block 292662277,cost:48 ms
parse block 292662276,cost:51 ms
parse block 292662275,cost:45 ms
parse block 292662274,cost:40 ms
parse block 292662273,cost:37 ms
parse block 292662271,cost:28 ms
parse block 292662270,cost:86 ms
parse block 292662269,cost:19 ms
parse block 292662268,cost:15 ms
parse block 292662267,cost:8 ms
parse block 292662266,cost:14 ms
parse block 292662265,cost:19 ms
parse block 292662264,cost:29 ms
parse block 292662263,cost:19 ms
parse block 292662262,cost:21 ms
parse block 292662261,cost:42 ms
parse block 292662260,cost:29 ms
parse block 292662259,cost:29 ms
parse block 292662258,cost:13 ms
parse block 292662257,cost:80 ms
parse block 292662256,cost:35 ms
parse block 292662255,cost:34 ms
parse block 292662254,cost:40 ms
parse block 292662253,cost:34 ms
parse block 292662252,cost:33 ms
parse block 292662251,cost:55 ms
parse block 292662250,cost:20 ms
parse block 292662249,cost:16 ms
parse block 292662248,cost:53 ms
parse block 292662247,cost:77 ms
parse block 292662246,cost:31 ms
parse block 292662245,cost:28 ms
parse block 292662244,cost:43 ms
parse block 292662243,cost:25 ms
parse block 292662242,cost:47 ms
parse block 292662241,cost:24 ms
parse block 292662240,cost:31 ms
parse block 292662239,cost:45 ms
parse block 292662238,cost:38 ms
parse block 292662237,cost:34 ms
parse block 292662236,cost:24 ms
parse block 292662235,cost:34 ms
parse block 292662234,cost:19 ms
parse block 292662233,cost:27 ms
quoteSymbol not support 2YR72Qtd4Z4odM9TNXLbdJRCsyYQj13p7FcfNBR8pump, skipping transaction 59csHnmXNR6U7TbqcrqtUyhDDDqcgymgQ8nDW3qi5U3ek27fazpJqmocYGXB8Bt4uyRgt5VrRWwjNoK31ATjjSNS
Invalid tokenAmount: 0, skipping transaction 4JjPNwi9Lzwn8zXsFEAVo73iXQxQMfaJSFtewLdgc6JVFbypwuhxx7oh7kLnFuVFryDhcJWHQmeUyKdSrNniTAKi
Invalid tokenAmount: 0, skipping transaction 66EHHk2GFcipMaPeWZ5hGRt9E3JBe1EvrpyiwPR64wUdpTi3d48Qu1SjT6dd4nu2kbU8ukpjqpENKbRcZD5tWq1F
Invalid quoteAddress: undefined, skipping transaction 27tFKb2L3AKs1T2r9bM6CDE9PkQugwoA1qwtTmexCFXFJqQzp5AnMnbeYAi6NfKDxuvAyAMkdLmH9kkphHbyob2T
Invalid quoteAddress: undefined, skipping transaction 5zLrFzS4d4aHBKqKYqRw2bqKJmYUBkVYJipp8o7ri6mc7K2E6QrwL1ZGb3J2oRvb87BFmzDpS1JiuQDchbGnATw9
Invalid quoteAddress: undefined, skipping transaction 4AvpPy8NZuTaXMeSgPffQNR6nt1rstVaB3nu7SfMVL6cqRNVsFp59NiawttRGufqH4MBDS9nuYHVGbHvYJXQjBzs
Invalid tokenAmount: 0, skipping transaction 4J1UF2VSwhN37HjiZH4Ybnvo4a4UHM1btNerVYUXpnunqaBgQ8SVbJbN5LNR13MocxRkFxK41AjSb3xkAwBsJQk2
Invalid quoteAddress: undefined, skipping transaction 383hWtzGy98BFqLri6xUX4AYBgX4FF2PBmJk1esU7jKJbvBUXbWWxqFQKF6fjwRGysDgmuYwp3C7ezfnoLqRcgNE
quoteSymbol not support 7f8pqbzeKFTZ15xtaQbmt7Tx94WCYtkDr2sm4BQ3pump, skipping transaction 5utA1RyekDQmuzqxE8XxZAgPiJFWX641Ch7Lp6mWwRBmuov4FwM5MToFwZ1VSRFnxTW4cdNYDRBtfvyUqZhvgp9z
quoteSymbol not support EBt3jjVkoyWiCJ6HTU7pyJH6iwqUpoRkENyTMpKmpump, skipping transaction 5hGa3tNMQn53jAcL7BeVYq2DbEDVd9iHnM425wPBuNw3oq4b3f9pn5MkHiYcZPH87noNwx4L2zkamf3w7Yiov6fk
Invalid quoteAddress: undefined, skipping transaction 2pPgtMwfHoAbmP2WygJF2EQxSyfh8XJHztkKK8E5VUZNBAzF213H8N3mGLAiR85M1c6V1weMnjWPg8Cg4KnwUMLz
quoteSymbol not support 34a8ALsPmbWxp7D3bQ6erERrCLz1ahr6u6o66Udmpump, skipping transaction 1MpydgWaJFBHiLM1WLtShFx8nDf51vsNzh2UFeHq75NXjZspXVvr2raWVFWC4At2FZFzqqcytuWDA3ewY6DBFyr
quoteSymbol not support 5LafQUrVco6o7KMz42eqVEJ9LW31StPyGjeeu5sKoMtA, skipping transaction 2Mb26GyMSZgqjR86BgGRyVMpNiWv3jettEmAAXHHXZfSXk4H9MYBjBMqogw45sTz8Ba35RZ4WpWkZKGy8SUHJZdT
Invalid quoteAmount: 0, skipping transaction 2XadxRg6SE6RyFQGj4iZkNRxDCPShFRHZyo5ELiYzgPu7ZaizeGkLAHBSUks5HYk8Nt5rQLr1wwHhP7FdNNkWK4y
✅ 插入 6736 条记录到 solana_history_data_new
HIGH PERFORMANCE: parse 99 blocks, cost: 3823 ms
[Port 8028] server total use, cost: 3823 ms
92
parse block 292660732,cost:15 ms
parse block 292660731,cost:29 ms
parse block 292660730,cost:37 ms
parse block 292660729,cost:17 ms
parse block 292660728,cost:36 ms
parse block 292660727,cost:59 ms
parse block 292660726,cost:32 ms
parse block 292660725,cost:38 ms
parse block 292660724,cost:32 ms
parse block 292660723,cost:21 ms
parse block 292660722,cost:37 ms
parse block 292660721,cost:44 ms
parse block 292660720,cost:34 ms
parse block 292660719,cost:36 ms
parse block 292660718,cost:55 ms
parse block 292660717,cost:4 ms
parse block 292660716,cost:38 ms
parse block 292660715,cost:33 ms
parse block 292660714,cost:38 ms
parse block 292660713,cost:22 ms
parse block 292660712,cost:44 ms
parse block 292660711,cost:21 ms
parse block 292660710,cost:25 ms
parse block 292660709,cost:39 ms
parse block 292660708,cost:48 ms
parse block 292660707,cost:35 ms
parse block 292660706,cost:29 ms
parse block 292660705,cost:55 ms
parse block 292660704,cost:29 ms
parse block 292660703,cost:14 ms
parse block 292660702,cost:37 ms
parse block 292660701,cost:14 ms
parse block 292660700,cost:47 ms
parse block 292660699,cost:39 ms
parse block 292660698,cost:31 ms
parse block 292660697,cost:40 ms
parse block 292660696,cost:36 ms
parse block 292660695,cost:83 ms
parse block 292660694,cost:38 ms
parse block 292660693,cost:61 ms
parse block 292660692,cost:27 ms
parse block 292660691,cost:44 ms
parse block 292660690,cost:45 ms
parse block 292660689,cost:96 ms
parse block 292660688,cost:9 ms
parse block 292660683,cost:32 ms
parse block 292660682,cost:21 ms
parse block 292660681,cost:52 ms
parse block 292660680,cost:42 ms
parse block 292660679,cost:21 ms
parse block 292660678,cost:61 ms
parse block 292660677,cost:47 ms
parse block 292660676,cost:55 ms
parse block 292660675,cost:48 ms
parse block 292660674,cost:20 ms
parse block 292660673,cost:52 ms
parse block 292660672,cost:55 ms
parse block 292660671,cost:29 ms
parse block 292660670,cost:36 ms
parse block 292660669,cost:63 ms
parse block 292660668,cost:92 ms
parse block 292660663,cost:12 ms
parse block 292660662,cost:23 ms
parse block 292660661,cost:51 ms
parse block 292660660,cost:17 ms
parse block 292660659,cost:47 ms
parse block 292660658,cost:50 ms
parse block 292660657,cost:28 ms
parse block 292660656,cost:39 ms
parse block 292660655,cost:25 ms
parse block 292660654,cost:42 ms
parse block 292660653,cost:30 ms
parse block 292660652,cost:54 ms
parse block 292660651,cost:4 ms
parse block 292660650,cost:7 ms
parse block 292660649,cost:38 ms
parse block 292660648,cost:4 ms
parse block 292660647,cost:31 ms
parse block 292660646,cost:28 ms
parse block 292660645,cost:30 ms
parse block 292660644,cost:46 ms
parse block 292660643,cost:23 ms
parse block 292660642,cost:43 ms
parse block 292660641,cost:33 ms
parse block 292660640,cost:17 ms
parse block 292660639,cost:30 ms
parse block 292660638,cost:30 ms
parse block 292660637,cost:62 ms
parse block 292660636,cost:80 ms
parse block 292660635,cost:28 ms
parse block 292660634,cost:44 ms
parse block 292660633,cost:34 ms
Invalid quoteAddress: undefined, skipping transaction gXudE2PDX6WBZmucTX2sVpxXQ4fBTxsSGWFKykY3Pe2JzUE1Dd47cyBCMHZXxsFNjYWoQNHGKfXn5AsFidG3NJu
quoteSymbol not support QRYVRkQKHkZvxek49GWB7WL31dzmVTnHjZMUss2x5HY, skipping transaction 2YSzdncaTVpMKbu2b6JgQ83UPSVzT2cdXc3aTCs52LwXRCQZdcWk5rHxsQTscfvz4pch9JKCEFkVuueiFXWMUA3w
quoteSymbol not support 87bZzcXXHnQRjB4AmYQWCCdRaeGUSiaA7DgUEBYqpump, skipping transaction GHGougedVAg4pRHEdgu7DKSQoL21AFfDYTR9XydB5Uh28r97CrM6fQaE8ydCyMZL2CV1yh874zt1gsPVHaaeMN5
Invalid tokenAmount: 0, skipping transaction 5CdD5RtLgvAGfdW9bXz4iaaagcDJ9mMo71LwELTGcHRMSC9eZ9yVFNM4dQ2WR3iMeM9UHDziBs6rU86fx8K6V79h
Invalid quoteAddress: undefined, skipping transaction 2VrJBRs5c73aU5yCmr8pt1L8YyxY4eraTtNQa8KfSHycnDv9CU5ZqHz48Astu9uPY34A5fewHZsAV6NiEAHXTYTR
Invalid tokenAmount: 0, skipping transaction 3AjKABQBTXsBkzT56tFB24ALh51DJoLkK9fkjVUV7prsv6KWEsQB1ymKx4Dybn5ZAWUW5GHLkSDkMqgr3Qa8Xy3q
quoteSymbol not support C8tEY82inN7mgCoBatacvVyeufBd1f1wEdPPtsL4pump, skipping transaction 3yMvEypVxjAvbr3XnuAYVcVM8n6opWAFyYvCturL9KYjBiEdkd8k4P8YfCN2MaQYV82TFwDTRjJnF2Dq6amjWeo3
Invalid quoteAddress: undefined, skipping transaction 59yNNfXe7q8VNE1foEXc77V1Ab8ruecwTUcQDSBULAsBKb3P7TSq9fuLq8KN7G24rYeepAVTQnJPrbpshyFUtui9
Invalid quoteAddress: undefined, skipping transaction 5aGiN9mdeHoL5w8vu6PMVDuymsTH9joAWJus6fuyWbcUYXF9pxQMegD32siR3jwBKdeJYrXKmgRzzL5JEViYsZf9
✅ 插入 5520 条记录到 solana_history_data_new
HIGH PERFORMANCE: parse 92 blocks, cost: 3789 ms
[Port 8028] server total use, cost: 3809 ms
100
parse block 292657332,cost:12 ms
parse block 292657331,cost:72 ms
parse block 292657330,cost:39 ms
parse block 292657329,cost:58 ms
parse block 292657328,cost:64 ms
parse block 292657327,cost:46 ms
parse block 292657326,cost:58 ms
parse block 292657325,cost:22 ms
parse block 292657324,cost:18 ms
parse block 292657323,cost:22 ms
parse block 292657322,cost:37 ms
parse block 292657321,cost:43 ms
parse block 292657320,cost:46 ms
parse block 292657319,cost:30 ms
parse block 292657318,cost:42 ms
parse block 292657317,cost:54 ms
parse block 292657316,cost:33 ms
parse block 292657315,cost:29 ms
parse block 292657314,cost:25 ms
parse block 292657313,cost:35 ms
parse block 292657312,cost:47 ms
parse block 292657311,cost:36 ms
parse block 292657310,cost:30 ms
parse block 292657309,cost:18 ms
parse block 292657308,cost:33 ms
parse block 292657307,cost:41 ms
parse block 292657306,cost:11 ms
parse block 292657305,cost:30 ms
parse block 292657304,cost:32 ms
parse block 292657303,cost:24 ms
parse block 292657302,cost:62 ms
parse block 292657301,cost:8 ms
parse block 292657300,cost:49 ms
parse block 292657299,cost:46 ms
parse block 292657298,cost:38 ms
parse block 292657297,cost:56 ms
parse block 292657296,cost:46 ms
parse block 292657295,cost:18 ms
parse block 292657294,cost:44 ms
parse block 292657293,cost:13 ms
parse block 292657292,cost:35 ms
parse block 292657291,cost:32 ms
parse block 292657290,cost:37 ms
parse block 292657289,cost:27 ms
parse block 292657288,cost:33 ms
parse block 292657287,cost:70 ms
parse block 292657286,cost:64 ms
parse block 292657285,cost:70 ms
parse block 292657284,cost:32 ms
parse block 292657283,cost:49 ms
parse block 292657282,cost:32 ms
parse block 292657281,cost:41 ms
parse block 292657280,cost:39 ms
parse block 292657279,cost:35 ms
parse block 292657278,cost:45 ms
parse block 292657277,cost:67 ms
parse block 292657276,cost:37 ms
parse block 292657275,cost:33 ms
parse block 292657274,cost:51 ms
parse block 292657273,cost:37 ms
parse block 292657272,cost:62 ms
parse block 292657271,cost:47 ms
parse block 292657270,cost:32 ms
parse block 292657269,cost:12 ms
parse block 292657268,cost:18 ms
parse block 292657267,cost:35 ms
parse block 292657266,cost:66 ms
parse block 292657265,cost:22 ms
parse block 292657264,cost:38 ms
parse block 292657263,cost:43 ms
parse block 292657262,cost:41 ms
parse block 292657261,cost:60 ms
parse block 292657260,cost:65 ms
parse block 292657259,cost:32 ms
parse block 292657258,cost:40 ms
parse block 292657257,cost:60 ms
parse block 292657256,cost:27 ms
parse block 292657255,cost:67 ms
parse block 292657254,cost:26 ms
parse block 292657253,cost:36 ms
parse block 292657252,cost:50 ms
parse block 292657251,cost:31 ms
parse block 292657250,cost:64 ms
parse block 292657249,cost:28 ms
parse block 292657248,cost:41 ms
parse block 292657247,cost:25 ms
parse block 292657246,cost:28 ms
parse block 292657245,cost:29 ms
parse block 292657244,cost:36 ms
parse block 292657243,cost:40 ms
parse block 292657242,cost:56 ms
parse block 292657241,cost:50 ms
parse block 292657240,cost:38 ms
parse block 292657239,cost:36 ms
parse block 292657238,cost:29 ms
parse block 292657237,cost:19 ms
parse block 292657236,cost:25 ms
parse block 292657235,cost:59 ms
parse block 292657234,cost:58 ms
parse block 292657233,cost:68 ms
quoteSymbol not support 5gHnpKfqzJo7fPUFHV2s9VzQPWgbrDD7VudCHKg2pump, skipping transaction 2wFxCKLE1mogkuFBoyzqaNA9HTLdGszRNtkPEe2xrUxFsjtpNuDSYBVBVw9DTBjUsWQKf8xHkMcY8QfwXMUUVNr9
quoteSymbol not support VYtxhqzE65hQ6xUnHAGsexXyao3tzw14n5u4FG8pump, skipping transaction 38YAGSNqKFoHHCyF3ApgcTRb5kF79M89Az2ajTZXRaZm5rKFUcF8BHj9wtijycELEd4juerMEJNkFZ3N2GfR727V
quoteSymbol not support sSo14endRuUbvQaJS3dq36Q829a3A6BEfoeeRGJywEh, skipping transaction 4rfcKyX7ExehL5B72wiSbD7yxuu6t2uGygbR6BYaLBvR54h5bMm58Dhqgx71AY5Hpu6myVMCM87Hb3v6D9HpnY8e
Invalid quoteAmount: 0, skipping transaction vDv7cy4ZSdfShRfxehNyT4j54Pr2ELNYB3NSxPTCYxR5qPpEWopodxyYE3qqP1iZA4WDKcTeEziJRMPsuacWju3
✅ 插入 9866 条记录到 solana_history_data_new
HIGH PERFORMANCE: parse 100 blocks, cost: 4431 ms
[Port 8028] server total use, cost: 4432 ms
100
parse block 292655232,cost:29 ms
parse block 292655231,cost:31 ms
parse block 292655230,cost:23 ms
parse block 292655229,cost:42 ms
parse block 292655228,cost:34 ms
parse block 292655227,cost:33 ms
parse block 292655226,cost:21 ms
parse block 292655225,cost:44 ms
parse block 292655224,cost:43 ms
parse block 292655223,cost:34 ms
parse block 292655222,cost:25 ms
parse block 292655221,cost:27 ms
parse block 292655220,cost:64 ms
parse block 292655219,cost:23 ms
parse block 292655218,cost:17 ms
parse block 292655217,cost:40 ms
parse block 292655216,cost:38 ms
parse block 292655215,cost:70 ms
parse block 292655214,cost:17 ms
parse block 292655213,cost:26 ms
parse block 292655212,cost:39 ms
parse block 292655211,cost:33 ms
parse block 292655210,cost:31 ms
parse block 292655209,cost:30 ms
parse block 292655208,cost:46 ms
parse block 292655207,cost:31 ms
parse block 292655206,cost:44 ms
parse block 292655205,cost:36 ms
parse block 292655204,cost:20 ms
parse block 292655203,cost:23 ms
parse block 292655202,cost:29 ms
parse block 292655201,cost:30 ms
parse block 292655200,cost:37 ms
parse block 292655199,cost:21 ms
parse block 292655198,cost:17 ms
parse block 292655197,cost:30 ms
parse block 292655196,cost:73 ms
parse block 292655195,cost:50 ms
parse block 292655194,cost:27 ms
parse block 292655193,cost:20 ms
parse block 292655192,cost:43 ms
parse block 292655191,cost:28 ms
parse block 292655190,cost:25 ms
parse block 292655189,cost:23 ms
parse block 292655188,cost:42 ms
parse block 292655187,cost:35 ms
parse block 292655186,cost:36 ms
parse block 292655185,cost:40 ms
parse block 292655184,cost:49 ms
parse block 292655183,cost:25 ms
parse block 292655182,cost:17 ms
parse block 292655181,cost:55 ms
parse block 292655180,cost:27 ms
parse block 292655179,cost:27 ms
parse block 292655178,cost:43 ms
parse block 292655177,cost:25 ms
parse block 292655176,cost:31 ms
parse block 292655175,cost:46 ms
parse block 292655174,cost:40 ms
parse block 292655173,cost:20 ms
parse block 292655172,cost:50 ms
parse block 292655171,cost:35 ms
parse block 292655170,cost:35 ms
parse block 292655169,cost:67 ms
parse block 292655168,cost:70 ms
parse block 292655167,cost:25 ms
parse block 292655166,cost:0 ms
parse block 292655165,cost:17 ms
parse block 292655164,cost:20 ms
parse block 292655163,cost:29 ms
parse block 292655162,cost:41 ms
parse block 292655161,cost:47 ms
parse block 292655160,cost:35 ms
parse block 292655159,cost:41 ms
parse block 292655158,cost:17 ms
parse block 292655157,cost:54 ms
parse block 292655156,cost:50 ms
parse block 292655155,cost:33 ms
parse block 292655154,cost:33 ms
parse block 292655153,cost:65 ms
parse block 292655152,cost:30 ms
parse block 292655151,cost:5 ms
parse block 292655150,cost:64 ms
parse block 292655149,cost:47 ms
parse block 292655148,cost:56 ms
parse block 292655147,cost:49 ms
parse block 292655146,cost:47 ms
parse block 292655145,cost:27 ms
parse block 292655144,cost:20 ms
parse block 292655143,cost:38 ms
parse block 292655142,cost:69 ms
parse block 292655141,cost:37 ms
parse block 292655140,cost:16 ms
parse block 292655139,cost:17 ms
parse block 292655138,cost:26 ms
parse block 292655137,cost:47 ms
parse block 292655136,cost:33 ms
parse block 292655135,cost:48 ms
parse block 292655134,cost:25 ms
parse block 292655133,cost:9 ms
quoteSymbol not support 5cxKM3bTuyZCLhU2ihG4u3bfzStFFV2nRsh18hkx62RY, skipping transaction 81rxv3SBQUyb9F7WSdvYSY4JAhXBbXv45kW1idsLuTvuGj3T8pz9Em6cWQnRtij4XZRbo5PYec31Fm6nsoeS724
quoteSymbol not support BiQASes3tDqxP7XqrmVF9BveXLiKgCRQgto1yYGKnGB6, skipping transaction zTs3nHBbc5FYxkqMycT7KDZo4dbZ34hVB2d1Ls4KQ87BUGohKSgKtLqb2v2F3HxZMAGakij1zEHrDRkHXNGuNBX
quoteSymbol not support ED5nyyWEzpPPiWimP8vYm7sD7TD3LAt3Q3gRTWHzPJBY, skipping transaction 3639qSMZ9thHoN6syEYkETrZfUH7Ln7yuTXuQRj3JPjDoXMYUboYehxwpoPHnJLR2T248aynd9PkWtQ65RXDgJY6
Invalid quoteAddress: undefined, skipping transaction 4FbWu1LpKpvXMMESwWaj6yNPfxu1vhH9CAthhByjBVETTWM3NQwgo4xXguegRxiRbbXh4nbniR6ca8hoBEAzE4vf
quoteSymbol not support 9kahs6tASfXb8wXhC9g54mYA7e33XzmksYdpjQBDpump, skipping transaction 3qB5jje2m8bYCUP7qooYXDEJxdvarbfLsScVGcgYFZFJ1QWNMPoTm9y8j3EpoUHXy2pbR2ESQdTYZ7ZjL6FkcncQ
quoteSymbol not support H8LW3afnmHYhvhLydBPsFNfUF1JTPpNt6VoeYzutpump, skipping transaction 3MGrDbSmUaFWHEqNsv7ukLLBz1mB3FuDNjhq9UniTyoKsD5RzyUwX295Lr5jHuzu1qTuWtTXmmWhFRU1XrzMKbdo
Invalid tokenAmount: 0, skipping transaction 67mXobnuwJALCtVESuDe7X523AYZU6UdbrGZVB9FJzTaA5VRVwBP1pMJP5NKxewzt2LLGuLTAwsKFHhHu4MNH8gf
quoteSymbol not support BHvJQNZY9SwxBh96foycdVpPjbKMAmS5P7J3ogtjpump, skipping transaction 5rnX4vA579QsXzQaN5n2bZ5u72VekMkBecBvZ5V3DorXhFXiyokARux9kg6dKHpcKXf7YEUBeGMdyFGDjWqgtLb4
Invalid tokenAmount: 0, skipping transaction 5X3wfQApoRubiHiU4nHYcm4jtK7wFMFzwb2WS5YNeL74P2QJ57EHJ63P41cwLze4dyRHb5pNTV9BhZSUjgqv9jSm
